sk_cliente,sk_produto,volume_hl,valor,b2b_status
4,27,0.068376,55.668139999999994,true
8,12,0.028560000000000006,0.0,true
12,9,0.039936,0.0,true
8,11,0.144,36.097919999999995,true
4,25,0.08154,57.560120000000005,true
8,22,0.005334,0.0,true
12,13,0.050988,0.0,true
39,27,0.33912,5.54084,true
39,27,1.49712,163.25968000000003,true
39,22,0.98952,494.04278000000005,true
39,27,0.3726,58.06176000000001,true
4,27,0.12384,35.68401,true
8,12,0.065268,36.220800000000004,true
3,27,0.10913999999999999,5.599349999999999,true
17,22,0.666144,371.4912,false
17,22,0.5112,284.2776,true
5,22,0.04896,0.0,true
20,13,0.48741,26.95185,true
1,22,17.439048000000003,2184.1142400000003,true
4,22,1.064448,360.79704000000004,true
4,9,0.40809599999999996,128.67039999999997,true
17,22,0.150864,76.62872,true
3,9,0.085392,273.03441000000004,false
7,22,0.23313599999999998,110.35465,false
3,22,0.45187199999999994,352.52967,true
7,9,0.24948,106.176,true
7,22,4.4658,755.43666,false
1,22,0.38488,0.0,true
38,13,0.356967,19.418680000000002,true
15,22,0.058884,85.09487999999999,true
30,9,0.232512,117.69212,true
46,9,0.028686000000000003,36.55356,true
15,22,0.14848,34.9928,false
38,15,0.10991400000000001,66.02923000000001,true
1,11,3.41712,608.77272,false
1,3,0.037776000000000004,0.0,true
1,3,0.050064,0.0,false
1,3,0.41659199999999996,227.262,true
38,22,0.41643,136.02522,true
7,22,0.10441200000000002,4.93,true
1,9,3.9543069999999996,0.0,true
1,3,0.12261599999999999,67.77027000000001,false
38,11,0.049350000000000005,10.961999999999998,true
15,22,0.051744000000000005,114.81239,true
1,3,0.011616,0.0,true
46,9,2.051136,1959.40976,false
15,23,0.19958399999999998,94.6786,true
7,27,0.03555,19.269289999999998,false
1,11,1.242864,0.0,true
15,23,0.16128,44.654399999999995,true
1,9,31.991694,7046.75704,false
46,25,0.100764,47.01996,true
7,27,0.07761,2.5984499999999997,true
30,11,0.30038399999999993,227.06536000000003,true
15,22,0.30384,517.05045,true
7,22,2.05776,617.53032,true
7,9,0.33576,119.48739,true
38,11,0.34544,242.49568,true
1,3,0.18302399999999996,165.57048,true
11,12,0.059879999999999996,10.438920000000001,true
5,22,15.817200000000001,8473.86694,true
7,22,0.20376,115.958,true
7,22,0.336,1199.4316400000002,true
5,22,1.005284,0.0,true
11,22,0.41064,142.16761,true
11,9,0.050344,113.49512999999999,true
7,22,0.447048,368.29903,true
5,22,24.5868,6800.088679999999,true
5,10,0.343548,291.47383999999994,true
46,9,0.021743999999999996,139.1767,true
5,9,0.13003199999999998,23.1527,true
5,22,4.780668,3436.67522,true
7,9,0.11975999999999999,96.04405,true
7,9,0.08628,130.30142999999998,true
11,22,0.849298,289.52344,true
20,9,4.459482,1288.3039999999999,true
1,22,1.8049680000000001,1317.56118,true
42,11,0.07633000000000001,180.36138,true
6,9,0.093024,0.0,true
15,22,0.094592,103.56062999999999,true
15,23,0.03144,75.45327,false
47,11,0.144288,1243.9504,true
15,22,0.39168000000000003,864.00429,true
7,22,0.910224,346.64346,true
34,22,0.63984,0.0,true
32,11,1.190244,654.3787500000001,true
7,22,3.1188000000000002,861.9617600000001,true
39,27,0.4092,18.23264,true
39,27,0.11879999999999999,63.452799999999996,true
11,22,0.27924,0.0,false
6,9,0.138672,98.37438,true
39,27,0.20568,58.995039999999996,true
15,27,0.10872,55.174099999999996,true
39,15,0.47808,48.525949999999995,true
39,27,0.24768,54.73808,true
42,9,0.125874,461.20461,true
1,22,0.32284100000000004,0.0,true
6,9,4.18608,2919.3272,true
15,22,0.35496,24.7968,false
11,22,1.944,1720.5846,true
46,9,0.41472000000000003,2992.34115,true
7,22,0.38064,0.0,true
34,22,4.3104,3237.78406,true
13,9,3.37932,1291.3139999999999,true
13,13,13.40928,9897.7227,true
13,9,1.2584,1142.5056000000002,false
3,9,0.036846,0.0,true
45,15,0.8154,99.50927999999999,true
13,9,0.415464,0.0,true
7,22,1.008,1020.2240400000001,true
7,9,0.043343999999999994,330.74928,true
5,25,0.9439200000000001,27.27336,true
45,13,0.12852000000000002,0.0,false
7,22,0.11376,125.8944,true
5,22,6.1524,324.9246,false
13,9,0.212334,0.0,true
3,9,0.12340799999999999,345.99588,true
3,22,0.44999999999999996,165.76625,true
45,13,1.2274080000000003,1518.3212,true
5,22,0.228072,0.0,true
5,22,0.557568,342.7619,true
45,11,0.31229,337.61987999999997,true
5,22,17.718,1626.70585,true
4,22,0.9950399999999999,227.87804,true
17,1,0.04907999999999999,13.7402,true
39,15,0.432,529.02396,false
39,27,0.5418,0.0,true
3,9,0.08899199999999999,308.93961,true
30,11,0.5060159999999999,773.1574299999999,true
3,22,0.146592,99.85365,true
39,27,0.0588,0.0,true
12,10,0.0030959999999999994,16.64932,true
39,27,0.5796,15.90065,true
12,27,0.09899400000000001,13.674100000000001,true
4,27,0.079002,13.31308,true
4,25,0.071118,51.88064,true
17,22,1.085616,505.6045200000001,true
4,9,0.030239999999999996,353.7072,true
37,11,2.319408,1246.85505,true
12,13,1.8388799999999998,467.81059,true
4,27,0.01644,33.702,false
37,11,0.019362,30.038619999999998,false
39,22,0.09055200000000001,397.00626,true
12,13,4.12416,646.85595,true
37,11,0.11558399999999999,97.40426000000001,true
17,10,0.03744,25.4271,true
17,22,1.01088,244.30101000000002,true
39,27,0.08807999999999999,4.72142,true
12,11,0.010367999999999999,22.13831,true
4,22,0.352418,196.16520000000003,true
12,9,0.09648,159.24441000000002,true
4,27,0.11406,16.412599999999998,true
17,22,0.231264,155.1649,true
39,27,0.5928,17.46145,true
8,11,0.448704,371.0064,true
4,22,0.19651200000000002,46.11783,true
4,22,1.47672,817.46236,true
39,11,0.12117,68.91695999999999,true
4,9,0.23529599999999998,125.51615999999999,true
39,27,0.6426,126.48333000000001,true
17,22,0.9154800000000001,358.20477,true
17,23,0.072864,18.72689,true
4,22,0.012960000000000001,0.0,true
37,11,0.318384,0.0,true
8,22,0.11104800000000001,0.0,true
8,10,0.648,384.67739,true
39,22,1.70352,805.21588,true
8,11,0.028224,0.0,false
37,11,0.43559999999999993,140.13972,true
4,25,0.072144,59.25188000000001,true
13,9,0.22192800000000001,147.80100000000002,false
43,15,1.297728,78.91569000000001,true
11,27,0.0813,8.8847,true
33,11,0.211092,145.37125,true
43,9,0.028872,0.0,true
11,12,0.37811999999999996,9.18702,true
46,9,0.0315,116.92840000000001,true
5,22,3.1536,6131.07726,true
11,27,0.02673,15.6418,true
30,11,0.469728,757.38564,true
11,22,2.65363,958.19402,true
5,1,0.5004000000000001,381.06606000000005,true
5,25,0.18792,45.036930000000005,true
30,1,3.4965,1170.44625,true
33,15,0.21192,34.511599999999994,true
46,9,2.73168,266.02367,true
12,9,0.9006120000000002,1105.3200000000002,true
38,25,0.048222,3.16484,true
39,9,0.09294600000000001,0.0,true
7,22,0.183168,207.4365,true
38,11,0.09576,36.02912,true
39,9,0.38094,413.04319999999996,true
38,11,0.08673,137.95453,true
15,22,1.37376,265.12959,true
7,22,1.3946399999999999,411.35380000000004,true
38,25,0.154386,31.097220000000004,true
12,13,1.6212000000000002,720.36,true
7,22,0.510216,160.26384000000002,true
12,11,2.44104,548.5636000000001,true
47,11,0.225792,395.57334,true
6,9,0.312768,152.54095999999998,true
12,11,0.254016,0.0,true
7,22,0.09176999999999999,275.17024,true
12,10,0.015785999999999998,10.40006,true
6,1,0.7689,49.15412,true
39,9,0.016832,9.23,true
47,11,0.12789,94.35952,true
39,27,0.76872,51.038160000000005,true
39,15,0.87264,0.0,false
47,11,0.049248,367.43406000000004,true
39,9,0.2268,641.4975999999999,true
12,13,8.42688,3313.70496,true
7,22,0.10843199999999999,163.36634,true
39,27,0.46799999999999997,50.726000000000006,true
12,11,0.050255999999999995,112.41828000000001,true
4,22,2.2284,629.36276,true
4,22,0.09504,134.71519999999998,true
39,27,0.6642,257.532,true
4,9,0.21023999999999998,95.35679999999999,true
7,22,0.7207199999999999,1016.9049800000001,true
39,15,0.3192,124.35488,true
12,27,0.012432,26.7957,true
7,9,0.24119999999999997,75.0825,true
46,9,3.6504,669.4854399999999,true
2,17,2.0416000000000003,4440.68716,true
7,9,0.20375999999999997,253.88769000000002,true
7,22,0.8803200000000001,125.2535,true
7,9,0.45014399999999993,351.52416,true
7,22,0.8568,804.52512,false
1,27,21.798000000000002,2900.1836,true
1,3,0.029472,0.0,true
1,3,0.17496,232.52913000000004,true
1,3,0.05208,0.0,true
45,15,1.5,305.21014,true
1,11,29.453424000000002,36101.042779999996,true
1,3,0.038208000000000006,0.0,true
1,11,0.386064,0.0,true
1,11,4.871790000000001,0.0,true
1,27,9.12,154.86667,true
1,27,4.591919999999999,0.0,true
1,3,0.27936,627.40545,false
1,11,2.71788,1060.76512,true
1,3,0.177912,115.25004000000001,true
1,3,0.007176,0.0,true
1,3,0.024480000000000002,0.0,true
1,27,1.68576,0.0,true
1,3,0.14184,362.79414,true
1,3,0.449136,392.02695000000006,true
45,15,0.16895999999999997,0.0,true
7,22,3.23796,1326.85243,true
1,3,0.341712,559.76795,true
1,3,0.055223999999999995,194.38299000000004,true
1,3,0.04197599999999999,159.07752,true
38,11,0.06489,31.41225,true
1,3,0.159624,207.90999,true
15,23,0.11964,93.11859999999999,true
46,9,4.37904,579.5813499999999,true
1,3,0.008544,0.0,true
15,22,0.7713599999999999,219.33765,true
5,22,8.7012,2815.59663,true
15,22,0.10311000000000001,29.4736,true
1,3,0.03168,0.0,true
1,3,0.16502399999999998,251.34095000000002,false
38,11,0.08559599999999999,128.41664,true
1,3,0.013727999999999999,0.0,true
46,25,0.130464,61.18164,false
15,22,0.795744,448.9356,true
1,3,0.03804,0.0,true
46,9,0.15439200000000003,149.64568,false
1,3,0.015312000000000001,0.0,true
38,15,0.20856,0.0,true
46,9,0.368046,193.97898,true
15,9,0.017148,0.0,true
1,27,11.8104,1786.9778099999999,true
15,27,0.08424,36.019999999999996,true
15,23,0.197568,139.4972,true
38,25,0.05562,40.64508,true
1,27,2.3592,265.25912,true
1,27,9.651,1298.3264,true
1,27,19.6992,2790.65162,true
15,22,0.128226,25.733439999999998,true
13,13,1.31376,0.0,true
38,15,0.033306,12.2037,true
13,13,15.4224,13566.6432,true
32,11,0.18774,0.0,true
15,23,0.21275999999999998,129.6661,true
38,15,0.29565,363.9498,true
15,22,0.046208,26.394000000000002,false
13,9,0.134988,0.0,true
15,22,0.87456,548.4381,true
13,9,2.59665,1179.815,true
10,13,0.15036,310.851,true
32,11,0.421596,0.0,true
13,13,0.39899999999999997,0.0,true
1,27,9.28368,0.0,true
15,9,0.22939199999999998,332.54416000000003,true
13,13,22.024296,6112.94364,true
38,25,0.10011600000000001,27.274520000000003,true
48,11,0.030618,53.737260000000006,true
13,13,8.845199999999998,2767.122,true
13,13,0.068334,0.0,true
48,15,0.8423999999999999,195.64502,true
13,13,2.0401920000000002,0.0,true
15,22,0.116416,50.995200000000004,true
38,13,0.272217,143.00805,true
38,15,0.16923500000000002,71.30056,true
7,22,1.20204,127.35912000000002,true
15,27,0.12816,50.18,false
48,15,0.31212,57.926460000000006,true
48,11,0.026351999999999997,95.5092,false
15,22,0.76536,212.93601999999998,true
13,13,5.97456,257.52576,true
17,9,0.416736,276.7526,true
4,27,0.10306800000000002,13.79972,true
12,13,5.292000000000001,1913.0256000000002,true
7,22,0.055439999999999996,24.089399999999998,true
4,9,0.19483199999999998,96.90912,true
4,25,0.067662,61.60826000000001,true
12,13,1.3230000000000002,263.55780000000004,true
17,22,0.52464,241.31496,true
7,22,0.341586,33.07044,true
17,22,0.45532799999999995,325.049,true
4,27,0.06017999999999999,36.1817,true
7,22,1.11888,1067.5214,true
12,13,5.056272000000001,1040.7067,true
12,13,6.1151040000000005,2638.218,true
4,22,0.253485,110.15104000000001,true
17,23,0.33868799999999993,16.1768,true
4,22,0.12347999999999998,0.0,true
4,22,1.3823999999999999,156.03016,true
44,11,1.46664,153.4872,true
7,22,0.97284,110.61980999999999,false
44,11,0.35409599999999997,0.0,false
44,11,0.27676799999999996,0.0,true
46,9,0.238608,258.07599999999996,true
44,11,1.3917599999999999,1140.0138,true
5,11,0.082116,47.89875,true
7,22,0.517356,194.45399999999998,true
5,22,11.292,4409.39345,true
7,9,0.49056,234.8703,false
38,13,0.17303999999999997,57.035999999999994,false
45,11,0.20621000000000003,287.7679,false
12,13,4.902336,1976.8743799999997,true
3,9,0.328752,54.195,true
53,11,1.19448,579.0509,true
3,22,0.283248,19.608,false
3,9,0.21888,265.71887999999996,true
49,11,0.012325000000000001,83.08776,true
4,9,0.178416,280.35679999999996,true
8,11,0.29904,1964.8483599999997,true
3,11,0.24796799999999997,144.83595,true
16,11,1.9310399999999999,1867.6640399999999,true
45,11,0.37094,492.59000000000003,false
53,9,1.9288799999999997,1017.2401500000001,true
53,11,0.073794,154.84644,true
13,9,5.203536000000001,2881.00988,true
4,22,0.38707199999999997,21.5226,false
12,13,0.88128,1143.20773,true
12,9,0.1224,0.0,true
11,22,0.7048349999999999,1879.6019399999998,true
5,22,0.741,0.0,true
13,9,5.55912,7739.45172,true
19,13,0.6388199999999999,88.89269999999999,true
5,27,1.9416,370.18852,true
13,9,24.248735999999997,3904.62,true
5,10,0.007902,21.6109,true
19,9,2.12736,1038.3833000000002,true
19,11,0.147,444.5778,true
12,13,0.12614399999999998,0.0,true
13,9,1.772064,0.0,true
37,11,0.016380000000000002,140.80425000000002,false
38,11,1.13148,227.45184,true
38,15,0.033575,37.91865,true
7,22,0.18155999999999997,0.0,true
37,11,0.07009800000000001,47.65775,true
5,22,2.1239999999999997,4307.22012,true
34,22,2.9928000000000003,1209.2211900000002,true
12,9,2.4215999999999998,1360.3176600000002,false
19,9,0.5931240000000001,578.1926,true
38,22,0.60102,329.00448,true
30,1,0.7461,310.2099,true
7,22,3.2988,230.50188,true
30,11,0.108,916.39067,true
38,13,0.58653,147.7124,true
37,11,1.5659999999999998,1095.83292,true
5,27,1.0644,321.81045,false
37,11,0.10843199999999999,0.0,true
34,22,0.15864,0.0,true
20,9,3.4733280000000004,227.218,true
30,11,0.26193599999999995,21.63075,true
20,11,1.83204,1000.3000499999999,true
1,9,7.454916,12234.77341,true
20,9,11.4954,997.31,true
13,9,4.026330000000001,3155.99025,true
1,9,0.483336,0.0,true
20,11,0.12604200000000002,66.20800000000001,true
7,22,1.662,1484.5794600000002,true
7,22,0.34956,0.0,true
20,9,0.28632,292.0204,true
11,22,1.073962,320.88132,true
43,15,0.20361599999999996,87.25941,true
7,9,0.38352,135.68907,true
11,22,0.32424,97.82175,true
7,22,0.8553599999999999,272.2929,true
43,15,0.7819200000000001,64.59075,true
46,9,1.33488,285.20406,true
5,10,0.648216,445.51370999999995,true
11,12,0.27503999999999995,40.56156,true
7,12,0.2994,12.727450000000003,true
7,12,0.24036000000000002,65.76230000000001,true
7,22,0.24418800000000002,97.21959999999999,true
3,9,0.422064,298.25493,true
13,13,34.02,3250.22691,true
45,15,2.7459,644.5814499999999,true
13,9,1.2864,2664.1604,true
8,22,0.504,679.56619,true
45,11,0.410877,674.62877,true
17,22,0.73008,309.73167,true
4,22,0.8579519999999999,127.30944,true
3,22,0.22420799999999996,98.96802,true
48,15,0.0399,20.73864,true
46,9,0.18717,146.2527,true
7,22,2.8992,148.08204,true
15,23,0.3144,91.30229999999999,true
48,11,0.05049,66.77685,true
41,16,0.00756,33.803580000000004,true
48,15,0.1452,150.20114999999998,true
38,11,0.252756,182.85904,true
38,13,0.47292,166.6784,false
41,22,0.745844,676.0502000000001,true
41,22,1.37445,1362.6637,true
46,25,0.13581000000000001,21.81933,true
41,15,0.221172,62.3356,true
15,27,0.14831999999999998,39.2,true
15,22,3.61728,1194.3704500000001,true
48,15,0.5352,66.7029,true
15,22,0.11879999999999999,102.05142000000001,false
7,22,0.100926,109.039,true
45,11,0.369342,514.2764300000001,true
32,11,0.30187899999999995,461.312,false
15,23,0.13416,86.75034000000001,true
46,9,7.035552,3465.62772,true
1,3,0.752544,874.65051,true
39,15,0.528,59.8928,false
39,27,0.4814399999999999,55.90271999999999,true
39,27,0.12264,69.03504,true
39,27,0.36983999999999995,78.39232,true
18,11,0.132336,341.37291999999997,true
39,27,0.6132,105.25935999999999,true
1,3,0.084744,128.17257999999998,true
1,3,0.18842399999999998,184.63226,true
44,11,0.328872,412.36907,true
1,11,20.559,2226.6402999999996,false
44,11,0.397884,572.205,false
15,22,0.26855999999999997,198.66616,true
15,22,0.2466,83.97870999999999,true
32,11,0.101092,149.20559999999998,false
20,9,2.4468240000000003,1778.036,false
46,25,0.016038,17.02008,true
7,22,2.9064,548.8891799999999,true
32,15,1.8774,260.73375999999996,true
4,27,0.06803999999999999,81.15657,true
17,9,0.074304,188.43434000000002,true
17,9,0.019176000000000002,0.0,true
8,11,0.35423999999999994,370.00368000000003,true
17,22,1.512576,230.36487,true
39,11,0.085722,148.28292,true
17,23,0.22003199999999998,36.12406,true
17,22,0.5162399999999999,410.36367,true
47,11,0.5834879999999999,801.42834,true
12,9,0.295596,0.0,true
3,9,0.10468799999999999,254.25956000000002,true
4,22,1.73304,338.88764000000003,true
12,9,1.89288,379.4379,false
17,1,0.01158,37.685500000000005,true
4,22,0.361329,192.3264,true
4,27,0.101136,39.50474,true
4,25,0.14229,37.72222,true
12,9,2.637276,1536.2240000000002,true
3,22,0.4391999999999999,81.20092,true
3,9,0.039744,0.0,false
39,22,2.812656,1080.3026399999999,false
17,10,0.031805999999999994,49.125,false
15,27,0.06651,38.292,true
7,22,0.052163999999999995,351.99561,false
15,22,1.11456,290.90402,true
38,13,0.231336,56.687039999999996,true
15,22,1.01592,368.975,true
15,23,0.07156799999999999,110.33204,true
15,22,0.128856,78.3648,true
7,22,3.2531999999999996,1362.7416,true
39,22,2.11932,1164.10932,false
38,11,0.376824,227.97712,true
15,22,0.17344,68.33697,true
8,11,0.39249,1561.26594,true
10,9,9.50775,1996.3825,true
15,23,0.09408,29.56764,false
7,22,0.44467199999999996,135.25127,true
7,22,0.29568,181.53603,true
12,13,5.38272,2462.6477800000002,true
53,11,0.8164799999999999,1437.90522,true
7,22,2.28312,999.41494,true
53,9,0.74448,621.61665,true
2,17,1.2576,1829.57619,true
46,9,4.74336,229.16488,false
49,11,0.19660500000000003,224.07495,true
5,27,0.26099999999999995,0.0,true
43,11,0.7015680000000001,514.9273000000001,true
49,15,0.080665,57.43503,false
13,9,3.4146,3681.0228,true
5,25,1.52658,226.97895,true
49,15,0.37751999999999997,62.405280000000005,true
43,15,0.094176,0.0,true
5,1,1.1676,125.57834,true
5,27,0.8064,193.24074,true
49,15,0.054516,50.661120000000004,false
43,15,0.21888,0.0,true
13,9,0.25137000000000004,0.0,true
13,9,21.336000000000002,4032.56,true
1,27,2.87616,0.0,true
1,27,0.08832,0.0,true
1,27,3.57816,854.45136,true
1,25,0.12555,0.0,false
13,9,3.2039999999999997,248.4601,true
13,9,4.0572,1192.5235,true
1,27,0.66336,0.0,true
1,27,1.97472,2700.65185,true
1,27,0.35784,0.0,true
1,27,1.76052,338.3807,true
1,27,2.91516,539.80542,true
1,25,0.38259000000000004,0.0,true
35,15,1.452,381.10819999999995,true
53,9,0.79128,1044.3376500000002,true
10,9,17.0352,1993.7295,true
1,25,6.237000000000001,1726.8822999999998,true
15,22,0.88092,412.21887000000004,true
7,9,0.02088,41.8584,true
10,9,3.42048,3947.664,true
1,11,0.109116,0.0,true
5,9,0.034104,76.69726,true
7,22,1.764,1647.1938,true
5,20,0.0,0.0,true
7,9,0.08106000000000001,16.9771,true
1,11,1.228158,913.98624,true
5,22,0.28656,22.31538,true
15,22,0.043602,117.51956,true
7,22,0.160608,391.18321999999995,true
5,22,8.7516,4875.98776,true
15,22,1.8593279999999999,738.68263,true
15,22,0.160048,49.9136,true
39,22,3.0639000000000003,526.17852,true
5,11,0.028770000000000004,31.376379999999997,true
5,9,0.056519999999999994,55.04422,true
10,9,0.69468,165.54408,true
15,27,0.006299999999999999,5.736,true
41,11,0.1659,0.0,true
41,15,20.8224,848.3539999999999,true
6,9,0.29375999999999997,1116.72449,true
9,22,0.2052,245.04101999999997,true
6,11,0.15825599999999998,431.1331799999999,true
5,22,3.0912,4620.59444,true
42,1,0.38115,39.803599999999996,true
7,22,0.5711999999999999,683.9448,true
37,11,0.10208500000000001,0.0,true
6,9,0.265536,0.0,false
9,15,0.4332,153.60353,true
42,1,0.8838,119.72592,true
37,11,2.3184,1029.7116,true
38,13,0.58149,69.71464,true
4,22,1.251936,99.59094,true
3,9,0.416736,444.16173000000003,true
7,22,0.139392,101.11388000000001,true
3,22,0.34631999999999996,93.267,true
4,9,0.18187199999999998,236.9552,true
47,11,0.4881599999999999,198.30508,true
17,22,0.80388,33.06016,true
38,13,0.105504,42.41902,false
7,22,0.53403,40.73013,true
38,15,0.39048,62.019,true
7,22,1.128,907.27224,true
20,9,0.747,128.4038,true
42,11,0.87756,1173.40172,true
20,13,1.1172,511.81829999999997,true
37,11,0.649296,313.84128000000004,true
12,11,0.97524,647.777,true
37,11,0.13536600000000001,71.28614999999999,true
42,1,0.07896,23.73707,true
7,22,0.29304,734.5389499999999,true
9,22,0.159408,113.70978,true
9,15,0.74472,119.49584,true
42,9,0.050848000000000004,104.64025,true
10,9,0.64758,0.0,true
12,13,0.121338,0.0,true
40,11,0.17798399999999998,0.0,true
10,13,0.98532,0.0,true
12,13,0.03486,0.0,true
44,11,0.35208,1489.0734,true
12,13,1.5666,2477.4120000000003,true
12,13,2.6754000000000002,875.3940000000001,true
42,9,0.068376,116.89596,false
44,11,0.22608,0.0,true
40,11,2.9685599999999996,2506.1476800000005,true
10,9,7.476048,4185.088000000001,true
10,13,7.677600000000001,458.83799999999997,true
42,9,0.053676,233.91384000000002,true
39,27,0.29472,40.76239999999999,true
15,27,0.06858,2.652,true
1,11,1.3482,760.1292599999999,true
15,22,0.6215999999999999,43.5912,true
39,27,0.36768,38.67408,true
15,23,0.22607999999999998,7.06648,false
1,3,0.183744,707.76385,true
38,10,0.11138399999999998,50.966280000000005,true
7,22,0.5004000000000001,736.49154,true
1,3,0.21686399999999997,357.19854,true
44,13,1.0319399999999999,320.12672000000003,true
1,3,0.681696,1768.18344,true
39,27,0.40296,8.353279999999998,true
7,22,0.69384,236.02421999999999,true
15,9,0.254304,80.64216,true
38,11,0.09584400000000001,7.19132,true
39,22,0.76776,591.5971499999999,true
15,22,1.4492159999999998,443.26117999999997,false
15,23,0.053568,143.5616,true
39,27,0.5454,28.73448,true
38,11,0.14178000000000002,112.04854000000002,true
2,17,0.5052,1056.29121,true
2,17,0.0,0.0,true
12,11,1.93095,141.821,true
